(0.0, 0.03830821659824204)
(0.0, 0.04289213963110647)
(0.0, 0.04172458888597568)
(0.0, 0.016519692281040017)
(0.0, 0.026309154714281968)
(0.0, 0.012268267163519142)
(0.0, 0.0)
(0.0, 0.020706111189227706)
(0.0, 0.02144750266868452)
(0.0, 0.4064415806186571)
(0.0, 0.6)
(0.0, 0.6)
(0.0, 0.6)
(0.0, 0.6)
(0.0, 0.6)
(0.0, 0.6)
(0.0, 0.6)
(0.0, 0.6)
(0.0, 0.6)
(0.0, 0.6)
(0.0, 0.6)
(0.0, 0.6)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
