(0.0, 0.02039202852069553)
(0.0, 0.010854127995948391)
(0.0, 0.03348258911526129)
(0.0, 0.06379779971005878)
(0.0, 0.013577651270783636)
(0.0, 0.10372879181196715)
(0.0, 0.06177286885687383)
(0.0, 0.0892366794886332)
(0.0, 0.02255839719749087)
(0.0, 0.10952147081451735)
(0.0, 0.06313896379660554)
(0.0274058371888596, 0.11860023590370565)
(0.0, 0.0805698917703896)
(0.0, 0.0840342137953307)
(0.0, 0.08660100653235399)
(0.0, 0.08015302530113255)
(0.0, 0.025423811013274473)
(0.0, 0.03596677918063579)
(0.0406481038304129, 0.09745110165291501)
(0.0, 0.04862349890889288)
(0.0, 0.12794138171669067)
(0.0, 0.04503958740915394)
(0.0, 0.05440496111944406)
(0.0, 0.10387219830473542)
(0.03812298736535069, 0.1352038856300568)
(0.0, 0.0684782759626258)
(0.0, 0.07674090657973101)
(0.0, 0.06134261038331664)
(0.0, 0.09136093848915122)
(0.0, 0.23251783586019115)
(0.0, 0.06537657704475218)
(0.0, 0.06644657206762229)
(0.0, 0.0513789573204554)
(0.0, 0.04200611973822619)
(0.0, 0.06385258066890007)
(0.0, 0.05044346495946657)
(0.047320850822944585, 0.13544052777055937)
(0.0, 0.018413705667805383)
(0.0, 0.039036033374992174)
(0.020415644278442772, 0.12980714607444083)
(0.0, 0.07421865307827147)
(0.018276790651733005, 0.08935223956686045)
(0.0, 0.07055415288790293)
(0.0, 0.02250690068188581)
(0.030781514520742445, 0.08668247449032385)
(0.06631156608690043, 0.08870664705467995)
(0.028629857211334063, 0.147870882967378)
(0.0328389912091548, 0.1333860508340062)
(0.0, 0.09339404296565057)
(0.03765906167654102, 0.10905069959354594)
(0.0, 0.01869785376768584)
(0.0, 0.11759218301544805)
(0.0, 0.17891067769108648)
(0.0, 0.064303337080773)
(0.09882451461823419, 0.28897678254027537)
(0.027464143533004054, 0.14597192038272327)
(0.0, 0.09220721432519903)
(0.0, 0.06299082206915396)
(0.05911068825579345, 0.151445043685631)
(0.0, 0.06295491331185735)
(0.0, 0.033762982987415854)
(0.0, 0.09083740928003871)
(0.0, 0.12858953195269568)
(0.0, 0.04804741498541084)
(0.0, 0.1400923024111138)
(0.02505209526675345, 0.12921197233265597)
(0.03210321554494472, 0.14946583031863353)
(0.0, 0.09991579735595843)
(0.0, 0.18912835177142154)
(0.04028176972061815, 0.17365566202345573)
(0.023533395171642397, 0.07110331335859629)
(0.0, 0.09394386116166803)
(0.03304382701474493, 0.12795240408938316)
(0.0, 0.08218084809963107)
(0.0, 0.12787915541055464)
(0.0, 0.09959965171805972)
(0.0, 0.037685033881308685)
(0.0, 0.187661569961926)
(0.0, 0.15942091181458715)
(0.062021399293183344, 0.1919569951815701)
(0.040349303887892866, 0.14874997621605385)
(0.0, 0.1188766120113363)
(0.0, 0.1224364586742313)
(0.05518033018903945, 0.2410168954451047)
(0.0, 0.14239287404410464)
(0.11955754983270127, 0.16980551688320794)
(0.03676286962027839, 0.2641821715811288)
(0.0, 0.19947386789243277)
(0.0, 0.09266630831024095)
(0.02359763453905452, 0.11310057488026293)
(0.0, 0.16737377466230385)
(0.0, 0.09951750796796352)
(0.0, 0.2344341113589436)
(0.0, 0.13103063116441432)
(0.0, 0.20730614194184566)
(0.03813864649644331, 0.1588007172227538)
(0.0, 0.20078379106577443)
(0.0, 0.3819402370048047)
(0.023192748024942998, 0.08225213406140178)
(0.06929773091113693, 0.25417787816347315)
(0.0, 0.1739195697312647)
(0.0, 0.29909042466598823)
(0.018256891155874668, 0.3563257397701224)
(0.07722198057565445, 0.26023815600873335)
(0.03676286962027839, 0.2760174162285519)
(0.04766081492343116, 0.30914695074736903)
(0.062052110449834996, 0.2693726869932054)
(0.0, 0.19943258639249023)
(0.018051484233353177, 0.3317380162918122)
(0.0797929833026677, 0.2213602640211596)
(0.08543616294435401, 0.3672486065937832)
(0.026443062436396568, 0.2912019130198552)
(0.0, 0.3619504733697216)
(0.08799875877376334, 0.3708426733562947)
(0.0, 0.1034217591846561)
(0.0, 0.3425741722333045)
(0.20552440779483394, 0.5308631795032248)
(0.04666998485500101, 0.22759607797461437)
(0.0, 0.3843511097628163)
(0.0, 0.250609116061979)
(0.0, 0.4504789706960549)
(0.14979924800074976, 0.532387565908498)
(0.0, 0.33780625679893733)
(0.02040113681786083, 0.1420612243853474)
(0.08109225005517585, 0.5713441448697238)
(0.06554973355254747, 0.3011923805041226)
(0.0, 0.18531327032577533)
(0.08496907116299512, 0.2352523090124244)
(0.023458030554344193, 0.5402293597869876)
(0.027146584364061893, 0.1999792009090489)
(0.0, 0.20970985177360463)
(0.09755301546959363, 0.3569007877479956)
(0.0, 0.29675798129783504)
(0.1289574959447089, 0.38756958076027936)
(0.056615005140498345, 0.40906221098899415)
(0.0, 0.1849290270232399)
(0.08627866652531867, 0.3405477700370844)
(0.0653976327257574, 0.1454402238595326)
(0.0, 0.29090939134051363)
(0.10155238715190829, 0.4900282869232564)
(0.09160273476351906, 0.5496608654973729)
(0.08961263361562692, 0.3440761107639734)
(0.01803373889791661, 0.4187348651103299)
(0.0, 0.40732158748048664)
(0.0, 0.5159398320795601)
(0.02835757771942238, 0.32780418912003995)
(0.0, 0.4768835708873331)
(0.028365676747091693, 0.3225579592103135)
(0.19219875108309353, 0.49069983132451656)
(0.22892707378082564, 0.5583989034846935)
(0.0, 0.331928509031148)
(0.0, 0.39672984427809926)
(0.12119530089299958, 0.5320643486502559)
(0.07232337193518916, 0.5915797994417737)
(0.08324877284841087, 0.47242577148810205)
(0.0274058371888596, 0.3147058170458488)
(0.03255940270530451, 0.34003758514302196)
(0.13290370454050274, 0.5641117978222957)
(0.08763952947405232, 0.4991015292446616)
(0.0, 0.495541617471155)
(0.11199736711589496, 0.5462024318465026)
(0.08423328910779551, 0.5533912561541843)
(0.0, 0.40197570644889513)
(0.0856733713121208, 0.4433008016680494)
(0.14316412288622782, 0.5656774008362878)
(0.06662612697399231, 0.3297951530759871)
(0.06567453834808355, 0.7236066157571885)
(0.21283998659581288, 0.6915614959050014)
(0.019835356485801443, 0.5953051796663607)
(0.0, 0.7711942078983575)
(0.10115021029520722, 0.3383056879124782)
(0.0, 0.7008155995152848)
(0.0, 0.4162142591468725)
(0.046427846051238626, 0.3432637795531611)
(0.0, 0.7261391832062369)
(0.02884541133366428, 0.3888790194072976)
(0.11314446795439169, 0.4865340576096722)
(0.08708714151914228, 0.6214191895578611)
(0.0, 0.5524603555331238)
(0.03829695323894131, 0.6731208079002711)
(0.05404208874483124, 0.6288610386825384)
(0.08464360538040933, 0.6468738759245967)
(0.24197869240663245, 0.39493682785633766)
(0.07253689788598117, 0.5958075967267977)
(0.11203979740103082, 0.5798294047252677)
(0.036034535990270435, 0.5232110853298477)
(0.03872628769902991, 0.2907615823008245)
(0.056645119485394475, 0.31695481691676214)
(0.04254010869733639, 0.21397928307560332)
(0.16183497765403276, 0.6591070137937659)
(0.0, 0.792618735645642)
(0.17497644762229567, 0.7418775789586617)
(0.0, 0.7951450057955587)
(0.25183902189356555, 0.615436439782774)
(0.25982273296018366, 0.7162030498731363)
(0.2763697254419849, 0.7291532867425714)
(0.0, 0.7774744326286567)
(0.2818430252607686, 0.5656970017377768)
(0.0, 0.7215538542027701)
(0.24427279112432354, 0.6502979065415473)
(0.026715720780728095, 0.7354701424368104)
(0.26426956980760324, 0.7432684211212495)
(0.0, 0.6355054856706653)
(0.018971872232606764, 0.671738604316543)
(0.05142098502294382, 0.5166120649747189)
(0.09460550548496251, 0.6041550836509011)
(0.18836104016757557, 0.7043141215381122)
(0.05747246236794663, 0.4938991741755222)
(0.0, 0.7951120460941605)
(0.01889828560550624, 0.7195334117161791)
(0.0, 0.8)
(0.038323301156150805, 0.5665241896512375)
(0.0, 0.7456374313679317)
(0.0, 0.5137762398906744)
(0.019027807279060716, 0.46111993847728233)
(0.1753802337239278, 0.7248926288210298)
(0.06552109164309526, 0.6349805942595582)
(0.0, 0.7527766051614441)
(0.0, 0.7979536998816127)
(0.2279062140093803, 0.6960103181682248)
(0.26626758449745486, 0.7138808491481828)
(0.1676040222174672, 0.672156056657249)
(0.03407751861654881, 0.6361326189759422)
(0.27083077841370823, 0.730998590153423)
(0.0, 0.637904320718183)
(0.1662295325341657, 0.7216978716287217)
(0.09486230716152642, 0.48440895379733606)
(0.0, 0.7873494142251104)
(0.0, 0.6312258896630671)
(0.2136541544359639, 0.4863530081764969)
(0.027871678168375724, 0.49318797943815174)
(0.019065651137595046, 0.6898397254805132)
(0.0, 0.8)
(0.136399156132878, 0.6617578261601046)
(0.0, 0.630894519339759)
(0.0, 0.5935896047773641)
(0.09641463524146789, 0.5999959795437662)
(0.0, 0.8)
(0.15289368782153367, 0.7082927137935573)
(0.24529402929838506, 0.7415377022522505)
(0.0, 0.7781660507240198)
(0.0, 0.8)
(0.0, 0.7909046396861894)
(0.1448465655634419, 0.6550483206764456)
(0.0, 0.5654400669538806)
(0.0, 0.7627353919201838)
(0.0, 0.8)
(0.1413714342011362, 0.5133388472886771)
(0.1797425880233612, 0.7581399590944806)
(0.0, 0.7866337456712827)
(0.06834880502796603, 0.2263041968207154)
(0.06613405663207998, 0.5251784020011352)
(0.0, 0.7616583067343289)
(0.1358144481994898, 0.6774965474952692)
(0.10032863602721737, 0.36096244960993795)
(0.0, 0.7069449566629673)
(0.05131469558170137, 0.6039799779689641)
(0.0, 0.7166887511930786)
(0.06788825635391818, 0.5820890040310166)
(0.021595501553444273, 0.6303702426057943)
(0.3364292644357496, 0.7374795459698313)
(0.25627612283295664, 0.7306845390938441)
(0.02505209526675345, 0.47746016687544657)
(0.0, 0.7952065207843871)
(0.08042588531515021, 0.6590014144917581)
(0.0, 0.6276057857924461)
(0.0, 0.8)
(0.020665995333828815, 0.6435329607124215)
(0.11786035757792122, 0.6535960006592721)
(0.0, 0.6406839741550556)
(0.0, 0.7961882611772143)
(0.09287751159143143, 0.7067665836764964)
(0.12028236269289226, 0.40659677323828075)
(0.05579939160742373, 0.7690876054423025)
(0.04399900379512045, 0.7156308840037728)
(0.0, 0.8)
(0.0, 0.8)
(0.0540860104409881, 0.6458742128027588)
(0.0, 0.2247496121196936)
(0.04577580145105733, 0.5436951581796701)
(0.0, 0.8)
(0.14896677504717667, 0.6626108167574236)
(0.4428764195515303, 0.7010798057654227)
(0.050364844789324244, 0.4958096585254821)
(0.0, 0.8)
(0.0, 0.44571664739156536)
(0.2093111717817311, 0.7465560801064155)
(0.0, 0.77817952316495)
(0.0, 0.6057447758331532)
(0.0, 0.7050082070297081)
(0.09200085568275232, 0.5444860034956115)
(0.07352573924055678, 0.34605451388264274)
(0.0, 0.3934180574050168)
(0.0, 0.8)
(0.23223246109575377, 0.751869935651807)
(0.0, 0.755357159175458)
(0.14690227056597804, 0.725073499792077)
(0.03829695323894131, 0.5405283272527809)
(0.09991489726105288, 0.5722730726518466)
(0.0, 0.5135603873152338)
(0.028902807874774443, 0.6219891084212217)
(0.027458594113874253, 0.5122571510111078)
(0.10492308021293362, 0.4534359820927101)
(0.0, 0.7795370460272943)
(0.05572575715358764, 0.7469992911831419)
(0.0, 0.43741995476215106)
(0.0, 0.6065049733128292)
(0.027278610130466847, 0.2533195231902335)
(0.0, 0.25869133500445674)
(0.02748925570908079, 0.5385420866157633)
(0.0, 0.6)
(0.0, 0.6310724114368499)
(0.0, 0.5993841999837296)
(0.0, 0.6956847814950872)
(0.05806068832919754, 0.6136990387958895)
(0.02958692814969259, 0.38192924833778125)
(0.1470881937233743, 0.5685371324762986)
(0.026948953564489002, 0.4620237113073635)
(0.11672704293547863, 0.5406347895863608)
(0.2677400693848377, 0.5551318860951826)
(0.0, 0.4054448018285387)
(0.0, 0.562402626499026)
(0.0914804302234788, 0.35010952616853597)
(0.08516288606460055, 0.5068205382488299)
(0.0, 0.2706506000424013)
(0.0, 0.6720894167836545)
(0.09700457882354774, 0.35432410550617005)
(0.05539245340800273, 0.6560207241290211)
(0.0, 0.8)
(0.124212698098406, 0.5990604488247293)
(0.026367410567182437, 0.6367067867504378)
(0.0, 0.4914418731312976)
(0.0, 0.46839871139007067)
(0.019352785639181833, 0.41896414055046893)
(0.026632070884198465, 0.5671574235940327)
(0.09185200877148265, 0.6125290736371591)
(0.0, 0.4045559239214603)
(0.033017447968374906, 0.5023642920407954)
(0.2040476722087502, 0.7549577723711582)
(0.07905709627680231, 0.6614018228689925)
(0.0, 0.457824348839759)
(0.0762485333653316, 0.32367362072435435)
(0.0, 0.22848456973432332)
(0.049306334852523274, 0.47346089196386265)
(0.0, 0.5613501604518675)
(0.054739625584605794, 0.3321933486962905)
(0.033017447968374906, 0.37147403386025946)
(0.08165290865538141, 0.47444434348749687)
(0.09097159348065754, 0.5359364339999154)
(0.040313729645073765, 0.13102933962194413)
(0.0, 0.34702373582520085)
(0.03983037539966378, 0.46124727640946334)
(0.032062974261045755, 0.2426069258359868)
(0.18424665332348694, 0.7082064399367364)
(0.028355530167945415, 0.43365627395966566)
(0.0, 0.3824043210254663)
(0.0, 0.3452288871500123)
(0.0, 0.21678319185212938)
(0.033017447968374906, 0.4179497947580996)
(0.0, 0.27642243304547914)
(0.1621501280894403, 0.396444141285325)
(0.06655652473811782, 0.40836602648161413)
(0.11496718584365545, 0.6236867446654559)
(0.24892557568026508, 0.7022680475616024)
(0.029034739848391184, 0.5036598087980713)
(0.16393570641427568, 0.49776714836127295)
(0.026762605930215913, 0.511965114521286)
(0.028692785340129423, 0.47886479207281374)
(0.0, 0.2507570342369789)
(0.0, 0.21806629985887543)
(0.10997720751732634, 0.5244115675049563)
(0.026474385099945496, 0.4909881441228725)
(0.0, 0.521663516195191)
(0.07259988204112756, 0.2323053436166191)
(0.10087217046842632, 0.43680633552620085)
(0.035416191227820804, 0.39168461696258006)
(0.091925394986107, 0.5712484980603731)
(0.22271362181689283, 0.45926152304397216)
(0.08566274490002777, 0.3306509479072054)
(0.0, 0.4330138084334597)
(0.07505982285921971, 0.36728143723836526)
(0.0, 0.2566157644275967)
(0.0, 0.34993944025854684)
(0.0, 0.4500586642967395)
(0.0, 0.22220261363579902)
(0.1785708777819559, 0.6330732641596509)
(0.035298830154746115, 0.30261417568702814)
(0.0, 0.4130209808655859)
(0.028669096648720065, 0.4721522853104557)
(0.0, 0.3438936783880902)
(0.06291708372857664, 0.2815300991857657)
(0.0, 0.513680322840243)
(0.0, 0.12126246758676884)
(0.0, 0.39779889038935)
(0.1260951961176454, 0.528015405617872)
(0.10247539341717765, 0.3420691553308183)
(0.1803997389650614, 0.5028195485349377)
(0.0, 0.1343854736196196)
(0.1571057494575503, 0.4933540022139905)
(0.0, 0.2659257095421937)
(0.046462675252342094, 0.32912604897822895)
(0.0, 0.1695305929960869)
(0.02958692814969259, 0.23220912415928946)
(0.029034739848391184, 0.3499822382609666)
(0.08649609596339877, 0.34627293259437864)
(0.0, 0.2683441367852749)
(0.0, 0.19390329314051818)
(0.02696630966575834, 0.45103798642252624)
(0.0, 0.4712528987103794)
(0.02958692814969259, 0.19699429853641265)
(0.027011761424704045, 0.2806472572872226)
(0.0, 0.5631037637294212)
(0.0, 0.3598945066017735)
(0.09081636049558069, 0.39189333321047237)
(0.080832027056053, 0.4655347739382399)
(0.028606456958373314, 0.4160373479242668)
(0.02342808501526376, 0.701373749245404)
(0.027871678168375724, 0.2017547700095713)
(0.07388593235956938, 0.618590094407087)
(0.06836439837888734, 0.2237770752069133)
(0.0, 0.4709425224087414)
(0.0, 0.21892109921112096)
(0.08649609596339877, 0.14952367843160758)
(0.0, 0.17208032674754464)
(0.026948953564489002, 0.37902729061332396)
(0.0, 0.28415563641766994)
(0.03418404781529238, 0.3362793293136)
(0.054434695400586264, 0.17327495787299982)
(0.07517752752687477, 0.27134713828291224)
(0.0, 0.6362924750691384)
(0.0, 0.17230927690308592)
(0.02958692814969259, 0.25163334748944827)
(0.08173751870137341, 0.5123744516524094)
(0.040201094820982455, 0.22355026165058822)
(0.0, 0.4179988291932231)
(0.072864317724924, 0.5562662397161302)
(0.0988285190397965, 0.5004427453318955)
(0.15221969449270573, 0.6150908122407215)
(0.2349616503264996, 0.3461286380748906)
(0.0, 0.35659604819717916)
(0.033017447968374906, 0.4278132830051133)
(0.0, 0.34233161284059915)
(0.0, 0.20753666742863652)
(0.0, 0.2900370541957521)
(0.07659390647788263, 0.5436853317979409)
(0.05341001423345595, 0.3906352370817846)
(0.14705147848111355, 0.28268557264102395)
(0.06063438023859147, 0.36785119758604795)
(0.06088904876981954, 0.3287507693370917)
(0.31984557987015466, 0.4621582579116608)
(0.0, 0.14252292906849648)
(0.033017447968374906, 0.1716738883096553)
(0.05364203724119772, 0.48129786404202174)
(0.1298235998802898, 0.630416399653426)
(0.16442728490931083, 0.4062721836739387)
(0.0, 0.37023798434960176)
(0.11419180137312519, 0.5511540361887205)
(0.07937230205869322, 0.17913997878244875)
(0.09701679146321336, 0.159200848342118)
(0.17723884292638095, 0.20498233470384872)
(0.06204664389832162, 0.29537428229312745)
(0.09899057995406284, 0.4034376913403305)
(0.024955043443055765, 0.16101976714827165)
(0.0759237959690296, 0.3454603863488475)
(0.0, 0.1392934388282733)
(0.03418514204566175, 0.20024575611328826)
(0.02958692814969259, 0.4275768868427991)
(0.027332528641146388, 0.2599733506134567)
(0.026948953564489002, 0.37899954588207396)
(0.0, 0.3095922560451462)
(0.02867698071906359, 0.35234460663223655)
(0.0880474302135391, 0.330275300925547)
(0.16537255634603887, 0.5532470963060868)
(0.0, 0.2943610176780101)
(0.02023422006631159, 0.4824189615210727)
(0.054781875213174736, 0.29636327289058906)
(0.033017447968374906, 0.21071587558564753)
(0.08184711650944487, 0.4016123997205846)
(0.4648869290277951, 0.7601521907831144)
(0.0, 0.2718133856076661)
(0.12628314079589062, 0.49300497443475677)
(0.030172806893641924, 0.3900402078359867)
(0.08307507958567246, 0.47045103957471507)
(0.027054177761425553, 0.3076808888321377)
(0.13589785249967934, 0.4798098293760959)
(0.1403417583270603, 0.37552259627352813)
(0.0, 0.19695848934711174)
(0.027499391444843046, 0.3442300595485893)
(0.026795880750147424, 0.48218011241503866)
(0.0, 0.37194283485298774)
(0.034187018956917954, 0.37542147611187204)
(0.029034739848391184, 0.3855770660133525)
(0.0, 0.18631989492893553)
(0.0, 0.24093439071267805)
(0.0, 0.3749156773633914)
(0.16319831062028847, 0.44247958284112093)
(0.0, 0.27270979916013266)
(0.0, 0.08379593331720982)
(0.0, 0.1228064510589139)
(0.0, 0.20665669318970034)
(0.0, 0.5150307721992305)
(0.05408240839691683, 0.17367659417434486)
(0.022366874447125946, 0.2578565857641588)
(0.02087998066066154, 0.2702515546653982)
(0.0871003265410071, 0.2187026655325995)
(0.07903810905917986, 0.2056600804323497)
(0.0810632503861735, 0.48876637648016813)
(0.1137740568671601, 0.5344667205453829)
(0.07505982285921971, 0.28563205336438047)
(0.027871678168375724, 0.40892612011461127)
(0.0, 0.35680494690988906)
(0.08170407820739091, 0.3145767439959104)
(0.027364514504698297, 0.37027571971782897)
(0.0, 0.4497904821338824)
(0.1531100074296171, 0.32744705253547)
(0.0, 0.1437370144498488)
(0.08310497444186582, 0.2906033214435447)
(0.027871678168375724, 0.1246723566002439)
(0.027018810588052874, 0.2453491976336723)
(0.01821088789512436, 0.4354533388261469)
(0.0, 0.5633166767945381)
(0.0, 0.1706820637017758)
(0.0, 0.19695748837803778)
(0.0, 0.30819193153843116)
(0.058616124079639294, 0.5361514244571953)
(0.1118226924794981, 0.5231554741750162)
(0.07883038950242059, 0.37686997495519386)
(0.08428912832376553, 0.2682270929309056)
(0.02704567273721668, 0.15794129157613376)
(0.1025754580111808, 0.2941314759341501)
(0.07352573924055678, 0.17765589724193825)
(0.047442357131654594, 0.1819145773762053)
(0.033017447968374906, 0.15255237627615076)
(0.028606456958373314, 0.22208200257540361)
(0.1134837066565284, 0.22756425581282658)
(0.027278610130466847, 0.26916351519428783)
(0.0, 0.21915401409123839)
(0.0, 0.3014928981872577)
(0.0, 0.07056383546420161)
(0.056615005140498345, 0.21390452972002677)
(0.0, 0.19522101641669173)
(0.0, 0.1746392249540108)
(0.0, 0.18111772384195668)
(0.02958692814969259, 0.3641229621021632)
(0.029034739848391184, 0.20064134286908925)
(0.02707945718068862, 0.1952863884028796)
(0.06260429875113642, 0.21812937770926083)
(0.0, 0.2449463446719128)
(0.0, 0.33976198554135223)
(0.0, 0.29365230915548013)
(0.03676286962027839, 0.2906435808638554)
(0.0468997242675771, 0.11122737369020333)
(0.0, 0.09236263003270033)
(0.0, 0.3720659081287061)
(0.03418284990838686, 0.12546272017016485)
(0.11388478591193227, 0.29431500753694656)
(0.0, 0.25367994703966257)
(0.08184711650944487, 0.19892435244493667)
(0.0, 0.22603232765254808)
(0.08935502515895055, 0.2606905457385449)
(0.0, 0.33133182388176563)
(0.040593467442812885, 0.34299085919888317)
(0.11777546750930927, 0.44040989076373094)
(0.0, 0.3608400796334551)
(0.0, 0.1198303018014141)
(0.0, 0.13298451988164772)
(0.0, 0.20308253462702547)
(0.18343913208078888, 0.4644860099892414)
(0.027871678168375724, 0.25841385900553615)
(0.027871678168375724, 0.2683560155942708)
(0.0274058371888596, 0.2042265077162742)
(0.06280817771547922, 0.22897003176967226)
(0.08323462968208535, 0.6103469973181366)
(0.028716584037637626, 0.2330894072945008)
(0.0, 0.12705816421842545)
(0.0, 0.2876861001771057)
(0.0, 0.23821969701307893)
(0.05374346288492981, 0.2941707074114482)
(0.0, 0.09485937305902717)
(0.08013299718415129, 0.26913082179706016)
(0.0871003265410071, 0.19462233526078204)
(0.0, 0.12532141269964042)
(0.08434541591476256, 0.32470980835382396)
(0.028622045249080883, 0.14196648211865542)
(0.0, 0.219187009902618)
(0.0716139423571393, 0.1985564917752791)
(0.0, 0.29122278180235445)
(0.0, 0.12356447271943335)
(0.0, 0.22499940975884564)
(0.02958692814969259, 0.28773552356211685)
(0.07659390647788263, 0.1969009955348801)
(0.10617860765241457, 0.5239508804534557)
(0.0402571989234725, 0.13013648501640693)
(0.0, 0.1922413086639554)
(0.0, 0.19036148104866818)
(0.0, 0.23118426641515777)
(0.054427029225164555, 0.1858165645425392)
(0.02505209526675345, 0.297919649367618)
(0.12329502468293542, 0.26145347076267517)
(0.02323988082317935, 0.2214797404481217)
(0.07392539291746433, 0.304736463672517)
(0.0, 0.11487078236054724)
(0.0, 0.042059619746352604)
(0.03418613246639834, 0.1670953122571039)
(0.0, 0.2873393862425409)
(0.0, 0.30384899916525077)
(0.0, 0.15231100678340814)
(0.0, 0.5087305170089137)
(0.04355016327050355, 0.23845997338991073)
(0.0, 0.2212311649905471)
(0.0, 0.18156601536534284)
(0.08099413315844314, 0.5076856320049338)
(0.0, 0.14662353027454322)
(0.04355016327050355, 0.3612818071138536)
(0.0, 0.13564479171390503)
(0.062052110449834996, 0.19618786793381568)
(0.04042528267278691, 0.1360567469326402)
(0.0, 0.3333925088740013)
(0.027871678168375724, 0.32127533857989043)
(0.0, 0.16098605424366474)
(0.0, 0.2019815559749682)
(0.0, 0.09307715790076704)
(0.04511893541264559, 0.5596908449252235)
(0.10869723049856421, 0.25335193552725827)
(0.027871678168375724, 0.30022223256248715)
(0.05441189034224887, 0.3551788593580366)
(0.0, 0.13300831725410203)
(0.07493986331359435, 0.2209974989501136)
(0.0, 0.16216130960595035)
(0.0, 0.18147899742571408)
(0.05806393577833789, 0.22392079022876996)
(0.14705147848111355, 0.27937759828306385)
(0.11860998612972326, 0.26179572345864016)
(0.04044214569406241, 0.3959749117839462)
(0.0, 0.068877251120079)
(0.08031303289078194, 0.19378519502354458)
(0.033017447968374906, 0.25558786826645946)
(0.0, 0.1535675287220947)
(0.49824994157773256, 0.7481918846045904)
(0.04355016327050355, 0.23902938888963518)
(0.06260429875113642, 0.2836583091307952)
(0.0, 0.23593736564541637)
(0.02958692814969259, 0.3531805670207201)
(0.08577153127546315, 0.3540705471064248)
(0.0, 0.2891914885949326)
(0.034187801409197645, 0.13985959178804844)
(0.07809957192832982, 0.25743678678506504)
(0.1569069393686646, 0.48554420860981723)
(0.0, 0.10270541757595941)
(0.0, 0.3573095896581024)
(0.0, 0.4321764592969453)
(0.1952038926076059, 0.4013665713839706)
(0.04041311943650251, 0.23785269622783703)
(0.0, 0.23069077628836565)
(0.0, 0.1565837073773938)
(0.0181356695121524, 0.1645737461618068)
